customerID,gender,SeniorCitizen,tenure,TenureGroup,Contract,InternetService,MonthlyCharges,TotalCharges,AvgMonthlySpend,Churn,ChurnFlag
3331-HQDTW,Female,0,34,2-4 yrs,Month-to-month,Fiber optic,109.8,3587.25,102.49285714285715,Yes,1
9490-DFPMD,Female,1,42,2-4 yrs,Month-to-month,Fiber optic,84.65,3541.35,82.35697674418604,Yes,1
2581-VKIRT,Female,0,59,4-6 yrs,One year,DSL,65.5,3801.3,63.355000000000004,No,0
5442-XSDCW,Male,0,11,0-1 yr,Month-to-month,Fiber optic,79.5,868.5,72.375,Yes,1
7426-WEIJX,Male,1,60,4-6 yrs,Month-to-month,Fiber optic,80.95,4859.1,79.65737704918034,No,0
2851-MMUTZ,Female,0,27,2-4 yrs,Month-to-month,DSL,56.15,1439.35,51.40535714285714,No,0
3049-NDXFL,Female,0,1,0-1 yr,Month-to-month,Fiber optic,85.8,85.8,42.9,Yes,1
8580-AECUZ,Male,1,1,0-1 yr,Month-to-month,Fiber optic,79.1,79.1,39.55,Yes,1
3307-TLCUD,Male,0,17,1-2 yrs,Month-to-month,DSL,34.4,592.75,32.93055555555556,No,0
6625-FLENO,Male,0,58,4-6 yrs,Two year,No,20.75,1185.95,20.10084745762712,No,0
2967-MXRAV,Male,0,1,0-1 yr,One year,No,18.8,18.8,9.4,No,0
7963-GQRMY,Female,0,3,0-1 yr,Month-to-month,DSL,44.3,134.5,33.625,Yes,1
8189-HBVRW,Female,0,53,4-6 yrs,Month-to-month,Fiber optic,90.8,4921.2,91.13333333333333,No,0
4163-KIUHY,Male,0,35,2-4 yrs,Month-to-month,No,25.6,901.25,25.03472222222222,No,0
1228-FZFRV,Male,0,50,4-6 yrs,Month-to-month,Fiber optic,105.95,5341.8,104.74117647058824,Yes,1
3500-NSDOA,Male,0,68,4-6 yrs,Two year,DSL,70.8,4859.95,70.4340579710145,No,0
1171-TYKUR,Male,0,47,2-4 yrs,Month-to-month,No,25.4,1139.2,23.733333333333334,No,0
3761-FLYZI,Female,1,65,4-6 yrs,Month-to-month,Fiber optic,108.8,7082.45,107.30984848484849,No,0
2058-DCJBE,Male,0,5,0-1 yr,Month-to-month,Fiber optic,69.75,324.6,54.1,Yes,1
5364-XYIRR,Male,0,51,4-6 yrs,Month-to-month,Fiber optic,94.65,4812.75,92.55288461538461,Yes,1
4829-AUOAX,Female,0,46,2-4 yrs,Month-to-month,Fiber optic,96.05,4399.5,93.6063829787234,Yes,1
1219-NNDDO,Female,0,9,0-1 yr,Month-to-month,Fiber optic,76.85,663.55,66.35499999999999,No,0
8388-DMKAE,Female,0,8,0-1 yr,Two year,No,20.25,174.65,19.405555555555555,No,0
4403-BWPAY,Male,0,14,1-2 yrs,One year,No,24.8,321.7,21.446666666666665,No,0
9659-QEQSY,Female,0,45,2-4 yrs,Month-to-month,Fiber optic,115.65,5125.5,111.42391304347827,No,0
5405-ZMYXQ,Female,0,8,0-1 yr,Month-to-month,Fiber optic,74.6,548.9,60.98888888888889,No,0
5047-LHVLY,Male,1,1,0-1 yr,Month-to-month,DSL,50.15,50.15,25.075,Yes,1
1442-OKRJE,Male,0,66,4-6 yrs,One year,Fiber optic,103.15,7031.3,104.94477611940299,No,0
4737-AQCPU,Male,0,72,4-6 yrs,Two year,DSL,72.1,5016.65,68.72123287671232,No,0
9158-VCTQB,Female,0,41,2-4 yrs,Month-to-month,Fiber optic,113.6,4594.95,109.40357142857142,Yes,1
2808-CHTDM,Female,0,23,1-2 yrs,Two year,No,25.1,611.45,25.477083333333336,No,0
6311-UEUME,Female,0,29,2-4 yrs,Month-to-month,Fiber optic,78.9,2384.15,79.47166666666666,Yes,1
0793-TWELN,Female,0,4,0-1 yr,Month-to-month,Fiber optic,80.15,319.85,63.970000000000006,No,0
3283-WCWXT,Male,0,6,0-1 yr,Two year,No,25.4,153.3,21.900000000000002,No,0
1060-ENTOF,Female,1,67,4-6 yrs,One year,Fiber optic,105.4,7035.6,103.46470588235294,No,0
0999-QXNSA,Male,1,7,0-1 yr,Month-to-month,DSL,45.75,344.2,43.025,No,0
5451-MHQOF,Male,0,56,4-6 yrs,One year,No,24.45,1431.65,25.116666666666667,No,0
4836-WNFNO,Female,0,72,4-6 yrs,Two year,No,25.0,1849.2,25.33150684931507,No,0
9225-BZLNZ,Male,0,72,4-6 yrs,Two year,DSL,85.25,6083.1,83.33013698630137,No,0
0354-VXMJC,Male,0,23,1-2 yrs,Two year,No,19.6,426.65,17.777083333333334,No,0
4422-QVIJA,Female,0,35,2-4 yrs,Month-to-month,DSL,50.15,1655.35,45.981944444444444,No,0
9365-SRSZE,Male,1,27,2-4 yrs,Month-to-month,Fiber optic,70.55,1943.9,69.425,No,0
6839-ITVZJ,Female,0,26,2-4 yrs,Month-to-month,DSL,60.05,1616.15,59.85740740740741,Yes,1
8332-OSJDW,Male,0,12,0-1 yr,One year,No,26.4,314.95,24.226923076923075,No,0
4735-BJKOU,Female,0,40,2-4 yrs,Two year,No,20.15,804.85,19.63048780487805,No,0
0274-JKUJR,Male,0,7,0-1 yr,Month-to-month,DSL,58.85,465.7,58.2125,No,0
5740-YHGTW,Male,0,70,4-6 yrs,Month-to-month,Fiber optic,97.55,6669.05,93.93028169014084,No,0
8917-SZTTJ,Male,0,60,4-6 yrs,Two year,No,19.65,1161.75,19.045081967213115,No,0
1696-MZVAU,Male,0,39,2-4 yrs,One year,DSL,25.25,947.75,23.69375,No,0
7359-WWYJV,Male,0,72,4-6 yrs,Two year,Fiber optic,114.45,8375.05,114.7267123287671,No,0
0375-HVGXO,Female,0,1,0-1 yr,Month-to-month,DSL,34.7,34.7,17.35,Yes,1
4906-ZHGPK,Male,0,54,4-6 yrs,One year,DSL,70.7,3770.0,68.54545454545455,No,0
8593-WHYHV,Male,0,3,0-1 yr,Month-to-month,Fiber optic,85.3,264.8,66.2,Yes,1
3795-GWTRD,Female,0,63,4-6 yrs,Two year,DSL,75.55,4707.85,73.56015625,No,0
1298-PHBTI,Male,0,71,4-6 yrs,Two year,Fiber optic,84.8,6152.4,85.44999999999999,No,0
6223-DHJGV,Female,0,42,2-4 yrs,One year,No,20.65,958.1,22.28139534883721,No,0
6961-MJKBO,Male,0,47,2-4 yrs,Two year,No,20.45,943.0,19.645833333333332,No,0
6097-EQISJ,Female,0,66,4-6 yrs,One year,Fiber optic,102.45,6615.15,98.73358208955223,Yes,1
4423-YLHDV,Female,0,21,1-2 yrs,Month-to-month,Fiber optic,104.4,2200.25,100.01136363636364,Yes,1
8158-WPEZG,Male,0,11,0-1 yr,Month-to-month,DSL,35.65,425.1,35.425000000000004,No,0
0107-YHINA,Male,0,1,0-1 yr,Month-to-month,Fiber optic,99.75,99.75,49.875,Yes,1
4918-FYJNT,Female,1,55,4-6 yrs,Month-to-month,Fiber optic,90.45,5044.8,90.08571428571429,No,0
0727-BNRLG,Male,0,69,4-6 yrs,Two year,Fiber optic,97.65,6743.55,96.33642857142857,No,0
4854-CIDCF,Female,1,3,0-1 yr,Month-to-month,Fiber optic,73.85,196.4,49.1,No,0
8640-SDGKB,Male,0,4,0-1 yr,Month-to-month,DSL,74.4,299.7,59.94,Yes,1
3280-MRDOF,Male,1,30,2-4 yrs,Two year,DSL,69.1,2093.9,67.54516129032258,No,0
6435-SRWBJ,Female,0,5,0-1 yr,Month-to-month,Fiber optic,82.75,417.75,69.625,No,0
9964-WBQDJ,Female,0,71,4-6 yrs,Two year,No,24.4,1725.4,23.96388888888889,No,0
6303-KFWSL,Female,0,29,2-4 yrs,One year,DSL,55.25,1620.2,54.00666666666667,No,0
1702-CCFNJ,Male,0,52,4-6 yrs,Month-to-month,DSL,61.35,3169.55,59.80283018867925,No,0
8932-CZHRQ,Male,0,68,4-6 yrs,One year,DSL,76.75,5233.25,75.84420289855072,No,0
0386-CWRGM,Female,0,46,2-4 yrs,Two year,No,19.4,967.85,20.592553191489362,No,0
5515-RUGKN,Male,0,8,0-1 yr,Month-to-month,DSL,54.75,438.05,48.672222222222224,No,0
0404-AHASP,Male,0,72,4-6 yrs,Two year,No,19.7,1421.9,19.478082191780825,No,0
7279-NMVJC,Female,0,17,1-2 yrs,One year,No,19.9,323.15,17.952777777777776,No,0
2081-VEYEH,Male,0,3,0-1 yr,Month-to-month,Fiber optic,107.95,318.6,79.65,No,0
6407-UTSLV,Female,1,2,0-1 yr,Month-to-month,Fiber optic,83.8,163.7,54.56666666666666,No,0
4116-TZAQJ,Female,0,9,0-1 yr,Month-to-month,Fiber optic,74.25,639.65,63.964999999999996,Yes,1
9060-HJJRW,Female,0,51,4-6 yrs,One year,DSL,56.4,2928.5,56.31730769230769,No,0
2587-YNLES,Female,0,6,0-1 yr,Two year,No,20.1,100.35,14.335714285714285,No,0
7398-SKNQZ,Female,0,3,0-1 yr,Month-to-month,Fiber optic,94.9,273.2,68.3,No,0
5935-FCCNB,Female,1,17,1-2 yrs,Month-to-month,Fiber optic,94.2,1608.15,89.34166666666667,No,0
1958-RNRKS,Male,0,30,2-4 yrs,Month-to-month,DSL,49.9,1441.95,46.51451612903226,No,0
5136-RGMZO,Male,0,31,2-4 yrs,Month-to-month,DSL,71.05,2168.15,67.7546875,No,0
8345-MVDYC,Female,0,45,2-4 yrs,Two year,DSL,81.65,3618.7,78.66739130434782,No,0
8226-BXGES,Male,0,64,4-6 yrs,One year,Fiber optic,89.45,5692.65,87.57923076923076,No,0
3877-JRJIP,Male,0,1,0-1 yr,Month-to-month,DSL,59.85,59.85,29.925,Yes,1
8375-DKEBR,Female,1,1,0-1 yr,Month-to-month,Fiber optic,69.6,69.6,34.8,Yes,1
9705-IOVQQ,Male,1,61,4-6 yrs,One year,Fiber optic,99.0,5969.3,96.27903225806452,No,0
1015-OWJKI,Male,0,1,0-1 yr,Month-to-month,No,19.05,19.05,9.525,No,0
7511-YMXVQ,Male,0,9,0-1 yr,Month-to-month,DSL,45.4,418.8,41.88,Yes,1
2040-XBAVJ,Male,0,72,4-6 yrs,Two year,Fiber optic,114.45,8100.55,110.96643835616439,No,0
7551-JOHTI,Female,0,1,0-1 yr,Month-to-month,No,19.5,19.5,9.75,Yes,1
8887-IPQNC,Female,0,7,0-1 yr,Month-to-month,DSL,44.25,313.45,39.18125,No,0
8646-JCOMS,Female,0,66,4-6 yrs,One year,Fiber optic,90.55,6130.95,91.50671641791044,No,0
9804-ICWBG,Male,0,1,0-1 yr,Month-to-month,Fiber optic,69.9,69.9,34.95,Yes,1
1222-KJNZD,Male,0,40,2-4 yrs,Month-to-month,No,20.4,745.3,18.178048780487803,No,0
0106-GHRQR,Male,0,16,1-2 yrs,Month-to-month,DSL,71.4,1212.1,71.3,No,0
5318-IXUZF,Female,0,2,0-1 yr,Month-to-month,Fiber optic,87.15,183.75,61.25,Yes,1
3768-VHXQO,Male,0,67,4-6 yrs,Two year,No,24.85,1583.5,23.28676470588235,No,0
8952-WCVCD,Female,0,41,2-4 yrs,One year,Fiber optic,104.45,4162.05,99.09642857142858,No,0
2418-TPEUN,Female,0,56,4-6 yrs,Two year,No,19.8,1119.9,19.647368421052633,No,0
3963-RYFNS,Female,0,72,4-6 yrs,Two year,Fiber optic,116.45,8013.55,109.77465753424657,No,0
3198-VELRD,Female,0,3,0-1 yr,Month-to-month,Fiber optic,84.75,264.85,66.2125,Yes,1
8540-ZQGEA,Female,0,54,4-6 yrs,Two year,No,20.05,1102.4,20.043636363636367,No,0
1320-REHCS,Male,1,52,4-6 yrs,Month-to-month,Fiber optic,110.75,5832.0,110.0377358490566,No,0
4137-JOPHL,Female,0,50,4-6 yrs,Two year,Fiber optic,89.7,4304.5,84.40196078431373,No,0
9436-ZBZCT,Male,0,14,1-2 yrs,Month-to-month,Fiber optic,89.95,1178.4,78.56,Yes,1
7801-CEDNV,Male,0,27,2-4 yrs,One year,DSL,48.7,1421.75,50.776785714285715,No,0
2057-BOYKM,Female,1,72,4-6 yrs,Two year,Fiber optic,96.6,6827.5,93.52739726027397,No,0
3658-QQJYD,Male,0,62,4-6 yrs,One year,DSL,74.3,4698.05,74.57222222222222,No,0
1803-BGNBD,Female,0,12,0-1 yr,Month-to-month,DSL,54.3,654.5,50.34615384615385,No,0
0134-XWXCE,Female,1,44,2-4 yrs,One year,DSL,74.85,3268.05,72.62333333333333,No,0
6950-TWMYB,Male,0,54,4-6 yrs,Two year,Fiber optic,79.95,4362.05,79.31,No,0
5848-FHRFC,Female,0,68,4-6 yrs,Two year,No,20.05,1386.9,20.1,No,0
2243-FNMMI,Male,0,20,1-2 yrs,Month-to-month,No,19.4,415.4,19.780952380952378,No,0
2511-MORQY,Male,0,50,4-6 yrs,One year,DSL,54.9,2614.1,51.25686274509804,No,0
5356-KZCKT,Male,0,58,4-6 yrs,Two year,No,24.45,1513.6,25.65423728813559,No,0
9470-XCCEM,Male,0,35,2-4 yrs,Month-to-month,Fiber optic,89.65,3161.6,87.82222222222222,No,0
6519-CFDBX,Female,0,2,0-1 yr,Month-to-month,DSL,45.4,80.95,26.983333333333334,No,0
3902-MIVLE,Male,0,63,4-6 yrs,Two year,DSL,75.7,4676.7,73.0734375,No,0
0409-WTMPL,Female,0,58,4-6 yrs,One year,Fiber optic,110.65,6526.65,110.62118644067796,No,0
8763-KIAFH,Female,0,27,2-4 yrs,One year,No,20.55,583.3,20.832142857142856,No,0
3669-WHAFY,Female,0,71,4-6 yrs,Two year,Fiber optic,115.15,8078.1,112.19583333333334,No,0
3055-VTCGS,Female,0,63,4-6 yrs,One year,DSL,58.55,3503.5,54.7421875,No,0
3144-KMTWZ,Male,0,71,4-6 yrs,Month-to-month,Fiber optic,93.25,6669.45,92.63125,No,0
7279-BUYWN,Female,1,41,2-4 yrs,Month-to-month,Fiber optic,113.2,4689.5,111.6547619047619,Yes,1
7156-MHUGY,Male,1,13,1-2 yrs,Month-to-month,Fiber optic,90.5,1201.15,85.79642857142858,Yes,1
7198-GLXTC,Male,0,2,0-1 yr,Month-to-month,Fiber optic,79.0,143.65,47.88333333333333,Yes,1
2007-QVGAW,Female,0,68,4-6 yrs,Two year,No,19.35,1292.65,18.734057971014494,No,0
5207-PLSTK,Male,0,1,0-1 yr,Month-to-month,DSL,48.75,48.75,24.375,No,0
2307-FYNNL,Male,1,65,4-6 yrs,Two year,Fiber optic,109.05,7108.2,107.7,No,0
5605-XNWEN,Male,1,72,4-6 yrs,Two year,No,25.0,1802.55,24.692465753424656,No,0
2155-AMQRX,Female,0,28,2-4 yrs,Month-to-month,DSL,54.9,1505.15,51.90172413793104,No,0
6181-AXXYF,Male,0,72,4-6 yrs,Two year,No,24.75,1859.1,25.46712328767123,No,0
5091-HFAZW,Female,0,2,0-1 yr,Month-to-month,Fiber optic,91.15,168.5,56.166666666666664,No,0
0516-VRYBW,Female,0,18,1-2 yrs,One year,No,20.15,390.85,20.571052631578947,Yes,1
2519-LBNQL,Male,1,60,4-6 yrs,One year,Fiber optic,104.35,6339.45,103.92540983606557,No,0
8623-ULFNQ,Female,1,26,2-4 yrs,Month-to-month,DSL,66.05,1652.4,61.2,No,0
8380-PEFPE,Male,0,1,0-1 yr,Month-to-month,Fiber optic,71.65,71.65,35.825,Yes,1
5687-DKDTV,Female,0,4,0-1 yr,Month-to-month,No,20.35,77.5,15.5,Yes,1
1568-LJSZU,Male,0,68,4-6 yrs,Two year,DSL,92.2,6392.85,92.65,No,0
7530-HDYDS,Female,0,38,2-4 yrs,Month-to-month,Fiber optic,84.25,3264.5,83.7051282051282,Yes,1
7789-HKSBS,Female,1,42,2-4 yrs,One year,Fiber optic,105.2,4599.15,106.95697674418604,No,0
7416-CKTEP,Female,0,57,4-6 yrs,Two year,No,19.6,1134.25,19.55603448275862,No,0
2586-CWXVV,Male,0,54,4-6 yrs,Month-to-month,DSL,30.4,1621.35,29.479090909090907,No,0
3096-IZETN,Female,0,12,0-1 yr,Month-to-month,Fiber optic,78.1,947.3,72.86923076923077,Yes,1
2348-KCJLT,Female,0,44,2-4 yrs,One year,DSL,61.5,2722.2,60.49333333333333,No,0
8401-EMUWF,Male,0,42,2-4 yrs,Month-to-month,DSL,69.4,3058.3,71.12325581395349,No,0
4193-IBKSW,Male,0,72,4-6 yrs,Two year,No,24.75,1769.6,24.241095890410957,No,0
5377-NDTOU,Female,0,71,4-6 yrs,Two year,DSL,91.05,6293.75,87.41319444444444,No,0
5922-ABDVO,Female,0,19,1-2 yrs,Month-to-month,Fiber optic,89.65,1761.05,88.0525,Yes,1
2474-LCNUE,Female,0,23,1-2 yrs,Month-to-month,DSL,73.65,1642.75,68.44791666666667,No,0
0839-QNXME,Female,0,30,2-4 yrs,Two year,No,19.4,578.5,18.661290322580644,No,0
3506-OVLKD,Male,0,35,2-4 yrs,One year,No,26.2,954.9,26.525,No,0
9172-ANCRX,Female,0,10,0-1 yr,Month-to-month,Fiber optic,98.7,973.25,88.47727272727273,Yes,1
6650-VJONK,Male,0,1,0-1 yr,Month-to-month,DSL,43.85,43.85,21.925,No,0
2178-PMGCJ,Male,0,22,1-2 yrs,Month-to-month,Fiber optic,69.7,1490.4,64.8,No,0
7492-TAFJD,Male,0,7,0-1 yr,Two year,DSL,38.55,280.0,35.0,No,0
2773-MADBQ,Female,0,36,2-4 yrs,Two year,DSL,53.1,1901.25,51.38513513513514,No,0
6016-LVTJQ,Female,0,34,2-4 yrs,Month-to-month,No,20.65,716.4,20.468571428571426,No,0
7860-KSUGX,Male,0,72,4-6 yrs,Two year,DSL,64.45,4720.0,64.65753424657534,No,0
8966-KZXXA,Male,0,36,2-4 yrs,Two year,No,25.1,930.95,25.160810810810812,No,0
6910-HADCM,Female,0,1,0-1 yr,Month-to-month,Fiber optic,76.35,76.35,38.175,Yes,1
4816-LXZYW,Female,0,23,1-2 yrs,Month-to-month,Fiber optic,79.15,1676.95,69.87291666666667,Yes,1
9606-PBKBQ,Male,1,32,2-4 yrs,Month-to-month,Fiber optic,85.0,2642.05,80.06212121212121,Yes,1
5149-QYTTU,Female,0,71,4-6 yrs,One year,Fiber optic,95.15,6770.85,94.03958333333334,No,0
2070-XYMFH,Female,1,23,1-2 yrs,Month-to-month,Fiber optic,79.35,1835.3,76.47083333333333,No,0
2085-BOJKI,Male,0,17,1-2 yrs,One year,Fiber optic,96.65,1588.25,88.23611111111111,No,0
0817-HSUSE,Male,0,1,0-1 yr,Month-to-month,DSL,75.5,75.5,37.75,No,0
5442-PPTJY,Male,0,12,0-1 yr,Two year,No,19.7,258.35,19.873076923076926,No,0
1927-QEWMY,Female,0,72,4-6 yrs,Two year,No,20.5,1502.25,20.578767123287673,No,0
1663-MHLHE,Male,0,1,0-1 yr,Month-to-month,No,19.2,19.2,9.6,No,0
5663-QBGIS,Male,1,72,4-6 yrs,Two year,Fiber optic,98.35,6929.4,94.92328767123287,No,0
4450-MDZFX,Male,0,60,4-6 yrs,Month-to-month,Fiber optic,74.35,4453.3,73.00491803278689,No,0
6701-DHKWQ,Female,0,61,4-6 yrs,Two year,DSL,51.35,3244.4,52.329032258064515,No,0
7554-AKDQF,Female,0,6,0-1 yr,Month-to-month,DSL,45.65,323.45,46.207142857142856,No,0
3536-IQCTX,Male,1,32,2-4 yrs,Month-to-month,Fiber optic,85.3,2661.1,80.63939393939394,Yes,1
4911-BANWH,Female,0,31,2-4 yrs,Month-to-month,Fiber optic,86.55,2697.4,84.29375,Yes,1
8496-EJAUI,Male,0,19,1-2 yrs,Month-to-month,Fiber optic,73.85,1424.5,71.225,Yes,1
0794-YVSGE,Male,0,72,4-6 yrs,Two year,No,20.3,1401.15,19.193835616438356,No,0
5423-BHIXO,Female,0,32,2-4 yrs,Month-to-month,DSL,54.2,1739.6,52.71515151515151,No,0
6908-VVYHM,Male,0,65,4-6 yrs,Month-to-month,Fiber optic,90.65,5931.0,89.86363636363636,No,0
2959-EEXWB,Female,0,45,2-4 yrs,Month-to-month,DSL,50.9,2333.85,50.73586956521739,No,0
1839-UMACK,Male,0,42,2-4 yrs,One year,No,25.05,949.85,22.08953488372093,No,0
3030-YDNRM,Male,0,8,0-1 yr,Month-to-month,Fiber optic,74.85,572.45,63.60555555555556,No,0
7321-KKSDU,Male,0,32,2-4 yrs,Two year,No,20.5,696.8,21.115151515151513,No,0
3402-XRIUO,Female,1,22,1-2 yrs,Month-to-month,DSL,63.55,1381.8,60.07826086956521,No,0
3132-TVFDZ,Male,1,57,4-6 yrs,Month-to-month,DSL,44.85,2572.95,44.36120689655172,Yes,1
8286-AFUYI,Male,0,1,0-1 yr,Month-to-month,DSL,47.95,47.95,23.975,No,0
8080-DDEMJ,Male,1,1,0-1 yr,Month-to-month,DSL,45.1,45.1,22.55,Yes,1
8356-WUAOJ,Female,0,1,0-1 yr,Month-to-month,DSL,45.0,45.0,22.5,No,0
6365-MTGZX,Male,0,24,1-2 yrs,Month-to-month,Fiber optic,96.0,2122.45,84.898,Yes,1
1349-WXNGG,Male,0,1,0-1 yr,Month-to-month,No,20.05,20.05,10.025,Yes,1
8058-DMYRU,Male,1,54,4-6 yrs,Month-to-month,Fiber optic,90.05,4931.8,89.66909090909091,No,0
9350-ZXYJC,Female,0,4,0-1 yr,Two year,No,25.3,116.95,23.39,No,0
6990-YNRIO,Male,0,65,4-6 yrs,Two year,Fiber optic,108.65,6937.95,105.12045454545455,Yes,1
8958-JPTRR,Female,0,56,4-6 yrs,One year,No,24.3,1261.7,22.135087719298248,No,0
6959-GQEGV,Male,0,45,2-4 yrs,Month-to-month,DSL,75.95,3273.8,71.16956521739131,No,0
3173-WSSUE,Female,0,71,4-6 yrs,Two year,No,19.7,1415.85,19.664583333333333,No,0
1265-HVPZB,Male,0,59,4-6 yrs,One year,DSL,66.4,3958.2,65.97,No,0
4115-UMJFQ,Male,0,69,4-6 yrs,One year,DSL,35.75,2492.25,35.60357142857143,No,0
7369-TRPFD,Male,0,19,1-2 yrs,One year,No,18.8,279.2,13.959999999999999,No,0
1098-KFQEC,Female,0,55,4-6 yrs,Two year,No,19.4,1083.0,19.339285714285715,No,0
7190-XHTWJ,Female,0,38,2-4 yrs,One year,No,19.3,755.5,19.371794871794872,No,0
0621-TWIEM,Male,0,10,0-1 yr,Month-to-month,DSL,45.55,402.6,36.6,Yes,1
3537-RYBHH,Female,1,47,2-4 yrs,Month-to-month,DSL,67.45,3252.0,67.75,No,0
2485-ITVKB,Female,0,2,0-1 yr,Month-to-month,DSL,35.1,68.75,22.916666666666668,Yes,1
3669-OYSJI,Male,0,1,0-1 yr,Month-to-month,DSL,46.2,46.2,23.1,Yes,1
1612-EOHDH,Female,0,1,0-1 yr,Month-to-month,DSL,45.15,45.15,22.575,Yes,1
6702-OHFWR,Male,1,1,0-1 yr,Month-to-month,DSL,43.3,43.3,21.65,Yes,1
5296-BFCYD,Male,0,46,2-4 yrs,Two year,No,20.1,936.85,19.932978723404254,No,0
4510-PYUSH,Female,1,38,2-4 yrs,Month-to-month,DSL,57.15,2250.65,57.70897435897436,Yes,1
9359-JANWS,Female,0,65,4-6 yrs,Two year,DSL,58.9,3857.1,58.44090909090909,No,0
7517-SAWMO,Female,0,19,1-2 yrs,Month-to-month,Fiber optic,73.2,1441.1,72.05499999999999,Yes,1
4143-HHPMK,Male,0,52,4-6 yrs,Month-to-month,Fiber optic,85.35,4338.6,81.86037735849057,Yes,1
3279-DYZQM,Male,0,71,4-6 yrs,Two year,No,19.45,1378.45,19.14513888888889,No,0
7054-LGEQW,Female,0,1,0-1 yr,Month-to-month,DSL,45.95,45.95,22.975,Yes,1
0523-VNGTF,Female,1,52,4-6 yrs,Month-to-month,DSL,50.5,2566.3,48.420754716981136,No,0
9575-IWCAZ,Male,0,6,0-1 yr,One year,No,25.1,171.0,24.428571428571427,No,0
7105-MXJLL,Female,1,26,2-4 yrs,One year,DSL,60.7,1597.4,59.162962962962965,No,0
7064-FRRSW,Male,1,48,2-4 yrs,One year,Fiber optic,99.0,4744.35,96.82346938775511,No,0
7940-UQQUG,Female,0,64,4-6 yrs,One year,Fiber optic,104.4,6721.6,103.40923076923077,No,0
0923-PNFUB,Female,0,3,0-1 yr,Month-to-month,Fiber optic,83.75,247.25,61.8125,Yes,1
3961-SXAXY,Male,0,1,0-1 yr,Month-to-month,DSL,44.05,44.05,22.025,No,0
7010-BRBUU,Male,0,72,4-6 yrs,Two year,No,24.1,1734.65,23.76232876712329,No,0
3566-HJGPK,Male,0,1,0-1 yr,Month-to-month,DSL,45.55,45.55,22.775,No,0
3062-ICYZQ,Female,0,51,4-6 yrs,Month-to-month,Fiber optic,93.8,4539.35,87.29519230769232,No,0
9938-PRCVK,Female,0,41,2-4 yrs,Two year,No,19.7,804.25,19.148809523809526,No,0
0973-KYVNF,Female,0,72,4-6 yrs,Two year,DSL,70.65,5011.15,68.6458904109589,No,0
5129-HHMZC,Female,0,43,2-4 yrs,Two year,DSL,86.45,3574.5,81.23863636363636,No,0
9637-CDTKZ,Male,0,72,4-6 yrs,Two year,Fiber optic,114.1,8086.4,110.77260273972603,No,0
3946-JEWRQ,Male,0,47,2-4 yrs,One year,Fiber optic,95.2,4563.0,95.0625,No,0
7873-CVMAW,Male,0,72,4-6 yrs,Two year,DSL,88.55,6362.35,87.1554794520548,No,0
0463-WZZKO,Male,0,3,0-1 yr,Month-to-month,No,20.75,67.1,16.775,No,0
3494-JCHRQ,Male,0,1,0-1 yr,Month-to-month,Fiber optic,70.05,70.05,35.025,Yes,1
6474-FVJLC,Male,0,2,0-1 yr,Month-to-month,Fiber optic,86.0,165.45,55.15,Yes,1
4524-QCSSM,Male,0,26,2-4 yrs,Month-to-month,DSL,44.65,1156.55,42.83518518518518,No,0
5832-EXGTT,Male,0,29,2-4 yrs,Month-to-month,DSL,60.2,1834.15,61.138333333333335,No,0
8840-DQLGN,Female,1,35,2-4 yrs,Month-to-month,Fiber optic,100.5,3653.35,101.48194444444444,Yes,1
2039-JONDJ,Male,0,27,2-4 yrs,One year,DSL,55.45,1477.65,52.77321428571429,No,0
7217-JYHOQ,Male,0,24,1-2 yrs,Month-to-month,DSL,70.3,1706.45,68.258,No,0
6695-FRVEC,Male,0,67,4-6 yrs,Two year,DSL,60.4,3953.7,58.14264705882353,No,0
4547-LYTDD,Female,0,16,1-2 yrs,Month-to-month,Fiber optic,72.65,1194.3,70.25294117647059,Yes,1
9894-QMIMJ,Female,0,23,1-2 yrs,One year,DSL,55.8,1327.85,55.32708333333333,No,0
8069-YQQAJ,Male,0,14,1-2 yrs,Month-to-month,DSL,31.1,419.7,27.98,No,0
6770-XUAGN,Female,0,1,0-1 yr,Month-to-month,No,21.0,21.0,10.5,Yes,1
4193-ORFCL,Female,1,1,0-1 yr,Month-to-month,DSL,45.1,45.1,22.55,Yes,1
1636-NTNCO,Male,1,4,0-1 yr,Month-to-month,DSL,50.95,207.35,41.47,No,0
3466-WAESX,Male,0,16,1-2 yrs,Month-to-month,DSL,69.1,1083.7,63.747058823529414,No,0
9281-PKKZE,Female,0,46,2-4 yrs,Month-to-month,DSL,43.95,2007.85,42.72021276595744,No,0
3638-VBZTA,Male,0,68,4-6 yrs,Two year,DSL,86.5,5882.75,85.2572463768116,No,0
7459-IMVYU,Male,0,38,2-4 yrs,Month-to-month,DSL,69.95,2657.55,68.1423076923077,No,0
7776-QWNFX,Male,1,30,2-4 yrs,Month-to-month,DSL,50.4,1527.5,49.274193548387096,Yes,1
6689-TCZHQ,Female,1,5,0-1 yr,Month-to-month,Fiber optic,78.95,378.4,63.06666666666666,Yes,1
8563-OYMQY,Male,0,17,1-2 yrs,Month-to-month,Fiber optic,90.95,1612.2,89.56666666666666,No,0
0754-EEBDC,Male,0,4,0-1 yr,Two year,No,19.9,76.65,15.330000000000002,No,0
5777-ZPQNC,Female,0,12,0-1 yr,One year,No,20.15,260.7,20.053846153846152,No,0
